path,speaker_id,partition,class
train/85.wav,171,train,10
train/86.wav,171,train,0
train/87.wav,171,train,0
train/88.wav,98,train,1
train/89.wav,98,train,1
train/90.wav,98,train,2
train/91.wav,98,train,2
train/92.wav,98,train,3
train/93.wav,98,train,3
train/94.wav,98,train,4
train/95.wav,98,train,4
train/96.wav,98,train,5
train/97.wav,98,train,5
train/98.wav,98,train,6
train/99.wav,98,train,6
train/100.wav,98,train,7
train/101.wav,98,train,7
train/102.wav,98,train,8
train/103.wav,98,train,8
train/104.wav,98,train,9
train/105.wav,98,train,9
train/106.wav,98,train,10
train/107.wav,98,train,10
train/108.wav,98,train,0
train/109.wav,98,train,0
train/110.wav,144,train,1
train/111.wav,144,train,1
train/112.wav,144,train,2
train/113.wav,144,train,2
train/114.wav,144,train,3
train/115.wav,144,train,3
train/116.wav,144,train,4
train/117.wav,144,train,4
train/118.wav,144,train,5
train/119.wav,144,train,5
train/120.wav,144,train,6
train/121.wav,144,train,6
train/122.wav,144,train,7
train/123.wav,144,train,7
train/124.wav,144,train,8
train/125.wav,144,train,8
train/126.wav,144,train,9
train/127.wav,144,train,9
train/128.wav,144,train,10
train/129.wav,144,train,10
train/130.wav,144,train,0
train/131.wav,144,train,0
train/132.wav,87,train,1
train/133.wav,87,train,1
train/134.wav,87,train,2
train/135.wav,87,train,2
train/136.wav,87,train,3
train/137.wav,87,train,3
train/138.wav,87,train,4
train/139.wav,87,train,4
train/140.wav,87,train,5
train/141.wav,87,train,5
train/142.wav,87,train,6
train/143.wav,87,train,6
train/144.wav,87,train,7
train/145.wav,87,train,7
train/146.wav,87,train,8
train/147.wav,87,train,8
train/148.wav,87,train,9
train/149.wav,87,train,9
train/150.wav,87,train,10
train/151.wav,87,train,10
train/152.wav,87,train,0
train/153.wav,87,train,0
train/154.wav,58,train,1
train/155.wav,58,train,1
train/156.wav,58,train,2
train/157.wav,58,train,2
train/158.wav,58,train,3
train/159.wav,58,train,3
train/160.wav,58,train,4
train/161.wav,58,train,4
train/162.wav,58,train,5
train/163.wav,58,train,5
train/164.wav,58,train,6
train/165.wav,58,train,6
train/166.wav,58,train,7
train/167.wav,58,train,7
train/168.wav,58,train,8
train/169.wav,58,train,8
train/170.wav,58,train,9
train/171.wav,58,train,9
train/172.wav,58,train,10
train/173.wav,58,train,10
train/174.wav,58,train,0
train/175.wav,58,train,0
train/176.wav,208,train,1
train/177.wav,208,train,1
train/178.wav,208,train,2
train/179.wav,208,train,2
train/180.wav,208,train,3
train/181.wav,208,train,3
train/182.wav,208,train,4
train/183.wav,208,train,4
train/184.wav,208,train,5
train/185.wav,208,train,5
train/186.wav,208,train,6
train/187.wav,208,train,6
train/188.wav,208,train,7
train/189.wav,208,train,7
train/190.wav,208,train,8
train/191.wav,208,train,8
train/192.wav,208,train,9
train/193.wav,208,train,9
train/194.wav,208,train,10
train/195.wav,208,train,10
train/196.wav,208,train,0
train/197.wav,208,train,0
train/198.wav,126,train,1
train/199.wav,126,train,1
train/200.wav,126,train,2
train/201.wav,126,train,2
train/202.wav,126,train,3
train/203.wav,126,train,3
train/204.wav,126,train,4
train/205.wav,126,train,4
train/206.wav,126,train,5
train/207.wav,126,train,5
train/208.wav,126,train,6
train/209.wav,126,train,6
train/210.wav,126,train,7
train/211.wav,126,train,7
train/212.wav,126,train,8
train/213.wav,126,train,8
train/214.wav,126,train,9
train/215.wav,126,train,9
train/216.wav,126,train,10
train/217.wav,126,train,10
train/218.wav,126,train,0
train/219.wav,126,train,0
train/220.wav,18,train,1
train/221.wav,18,train,1
train/222.wav,18,train,2
train/223.wav,18,train,2
train/224.wav,18,train,3
train/225.wav,18,train,3
train/226.wav,18,train,4
train/227.wav,18,train,4
train/228.wav,18,train,5
train/229.wav,18,train,5
train/230.wav,18,train,6
train/231.wav,18,train,6
train/232.wav,18,train,7
train/233.wav,18,train,7
train/234.wav,18,train,8
train/235.wav,18,train,8
train/236.wav,18,train,9
train/237.wav,18,train,9
train/238.wav,18,train,10
train/239.wav,18,train,10
train/240.wav,18,train,0
train/241.wav,18,train,0
train/242.wav,22,train,1
train/243.wav,22,train,1
train/244.wav,22,train,2
train/245.wav,22,train,2
train/246.wav,22,train,3
train/247.wav,22,train,3
train/248.wav,22,train,4
train/249.wav,22,train,4
train/250.wav,22,train,5
train/251.wav,22,train,5
train/252.wav,22,train,6
train/253.wav,22,train,6
train/254.wav,22,train,7
train/255.wav,22,train,7
train/256.wav,22,train,8
train/257.wav,22,train,8
train/258.wav,22,train,9
train/259.wav,22,train,9
train/260.wav,22,train,10
train/261.wav,22,train,10
train/262.wav,22,train,0
train/263.wav,22,train,0
train/264.wav,27,train,1
train/265.wav,27,train,1
train/266.wav,27,train,2
train/267.wav,27,train,2
train/268.wav,27,train,3
train/269.wav,27,train,3
train/270.wav,27,train,4
train/271.wav,27,train,4
train/272.wav,27,train,5
train/273.wav,27,train,5
train/274.wav,27,train,6
train/275.wav,27,train,6
train/276.wav,27,train,7
train/277.wav,27,train,7
train/278.wav,27,train,8
train/279.wav,27,train,8
train/280.wav,27,train,9
train/281.wav,27,train,9
train/282.wav,27,train,10
train/283.wav,27,train,10
train/284.wav,27,train,0
train/285.wav,27,train,0
train/286.wav,44,train,1
train/287.wav,44,train,1
train/288.wav,44,train,2
train/289.wav,44,train,2
train/290.wav,44,train,3
train/291.wav,44,train,3
train/292.wav,44,train,4
train/293.wav,44,train,4
train/294.wav,44,train,5
train/295.wav,44,train,5
train/296.wav,44,train,6
train/297.wav,44,train,6
train/298.wav,44,train,7
train/299.wav,44,train,7
train/300.wav,44,train,8
train/301.wav,44,train,8
train/302.wav,44,train,9
train/303.wav,44,train,9
train/304.wav,44,train,10
train/305.wav,44,train,10
train/306.wav,44,train,0
train/307.wav,44,train,0
train/308.wav,151,train,1
train/309.wav,151,train,1
train/310.wav,151,train,2
train/311.wav,151,train,2
train/312.wav,151,train,3
train/313.wav,151,train,3
train/314.wav,151,train,4
train/315.wav,151,train,4
train/316.wav,151,train,5
train/317.wav,151,train,5
train/318.wav,151,train,6
train/319.wav,151,train,6
train/320.wav,151,train,7
train/321.wav,151,train,7
train/322.wav,151,train,8
train/323.wav,151,train,8
train/324.wav,151,train,9
train/325.wav,151,train,9
train/326.wav,151,train,10
train/327.wav,151,train,10
train/328.wav,151,train,0
train/329.wav,151,train,0
train/330.wav,196,train,1
train/331.wav,196,train,1
train/332.wav,196,train,2
train/333.wav,196,train,2
train/334.wav,196,train,3
train/335.wav,196,train,3
train/336.wav,196,train,4
train/337.wav,196,train,4
train/338.wav,196,train,5
train/339.wav,196,train,5
train/340.wav,196,train,6
train/341.wav,196,train,6
train/342.wav,196,train,7
train/343.wav,196,train,7
train/344.wav,196,train,8
train/345.wav,196,train,8
train/346.wav,196,train,9
train/347.wav,196,train,9
train/348.wav,196,train,10
train/349.wav,196,train,10
train/350.wav,196,train,0
train/351.wav,196,train,0
train/352.wav,186,train,1
train/353.wav,186,train,1
train/354.wav,186,train,2
train/355.wav,186,train,2
train/356.wav,186,train,3
train/357.wav,186,train,3
train/358.wav,186,train,4
train/359.wav,186,train,4
train/360.wav,186,train,5
train/361.wav,186,train,5
train/362.wav,186,train,6
train/363.wav,186,train,6
train/364.wav,186,train,7
train/365.wav,186,train,7
train/366.wav,186,train,8
train/367.wav,186,train,8
train/368.wav,186,train,9
train/369.wav,186,train,9
train/370.wav,186,train,10
train/371.wav,186,train,10
train/372.wav,186,train,0
train/373.wav,186,train,0
train/374.wav,158,train,1
train/375.wav,158,train,1
train/376.wav,158,train,2
train/377.wav,158,train,2
train/378.wav,158,train,3
train/379.wav,158,train,3
train/380.wav,158,train,4
train/381.wav,158,train,4
train/382.wav,158,train,5
train/383.wav,158,train,5
train/384.wav,158,train,6
train/385.wav,158,train,6
train/386.wav,158,train,7
train/387.wav,158,train,7
train/388.wav,158,train,8
train/389.wav,158,train,8
train/390.wav,158,train,9
train/391.wav,158,train,9
train/392.wav,158,train,10
train/393.wav,158,train,10
train/394.wav,158,train,0
train/395.wav,158,train,0
train/396.wav,190,train,1
train/397.wav,190,train,1
train/398.wav,190,train,2
train/399.wav,190,train,2
train/400.wav,190,train,3
train/401.wav,190,train,3
train/402.wav,190,train,4
train/403.wav,190,train,4
train/404.wav,190,train,5
train/405.wav,190,train,5
train/406.wav,190,train,6
train/407.wav,190,train,6
train/408.wav,190,train,7
train/409.wav,190,train,7
train/410.wav,190,train,8
train/411.wav,190,train,8
train/412.wav,190,train,9
train/413.wav,190,train,9
train/414.wav,190,train,10
train/415.wav,190,train,10
train/416.wav,190,train,0
train/417.wav,190,train,0
train/418.wav,52,train,1
train/419.wav,52,train,1
train/420.wav,52,train,2
train/421.wav,52,train,2
train/422.wav,52,train,3
train/423.wav,52,train,3
train/424.wav,52,train,4
train/425.wav,52,train,4
train/426.wav,52,train,5
train/427.wav,52,train,5
train/428.wav,52,train,6
train/429.wav,52,train,6
train/430.wav,52,train,7
train/431.wav,52,train,7
train/432.wav,52,train,8
train/433.wav,52,train,8
train/434.wav,52,train,9
train/435.wav,52,train,9
train/436.wav,52,train,10
train/437.wav,52,train,10
train/438.wav,52,train,0
train/439.wav,52,train,0
train/440.wav,178,train,1
train/441.wav,178,train,1
train/442.wav,178,train,2
train/443.wav,178,train,2
train/444.wav,178,train,3
train/445.wav,178,train,3
train/446.wav,178,train,4
train/447.wav,178,train,4
train/448.wav,178,train,5
train/449.wav,178,train,5
train/450.wav,178,train,6
train/451.wav,178,train,6
train/452.wav,178,train,7
train/453.wav,178,train,7
train/454.wav,178,train,8
train/455.wav,178,train,8
train/456.wav,178,train,9
train/457.wav,178,train,9
train/458.wav,178,train,10
train/459.wav,178,train,10
train/460.wav,178,train,0
train/461.wav,178,train,0
train/462.wav,117,train,1
train/463.wav,117,train,1
train/464.wav,117,train,2
train/465.wav,117,train,2
train/466.wav,117,train,3
train/467.wav,117,train,3
train/468.wav,117,train,4
train/469.wav,117,train,4
train/470.wav,117,train,5
train/471.wav,117,train,5
train/472.wav,117,train,6
train/473.wav,117,train,6
train/474.wav,117,train,7
train/475.wav,117,train,7
train/476.wav,117,train,8
train/477.wav,117,train,8
train/478.wav,117,train,9
train/479.wav,117,train,9
train/480.wav,117,train,10
train/481.wav,117,train,10
train/482.wav,117,train,0
train/483.wav,117,train,0
train/484.wav,85,train,1
train/485.wav,85,train,1
train/486.wav,85,train,2
train/487.wav,85,train,2
train/488.wav,85,train,3
train/489.wav,85,train,3
train/490.wav,85,train,4
train/491.wav,85,train,4
train/492.wav,85,train,5
train/493.wav,85,train,5
train/494.wav,85,train,6
train/495.wav,85,train,6
train/496.wav,85,train,7
train/497.wav,85,train,7
train/498.wav,85,train,8
train/499.wav,85,train,8
train/500.wav,85,train,9
train/501.wav,85,train,9
train/502.wav,85,train,10
train/503.wav,85,train,10
train/504.wav,85,train,0
train/505.wav,85,train,0
train/506.wav,139,train,1
train/507.wav,139,train,1
train/508.wav,139,train,2
train/509.wav,139,train,2
train/510.wav,139,train,3
train/511.wav,139,train,3
train/512.wav,139,train,4
train/513.wav,139,train,4
train/514.wav,139,train,5
train/515.wav,139,train,5
train/516.wav,139,train,6
train/517.wav,139,train,6
train/518.wav,139,train,7
train/519.wav,139,train,7
train/520.wav,139,train,8
train/521.wav,139,train,8
train/522.wav,139,train,9
train/523.wav,139,train,9
train/524.wav,139,train,10
train/525.wav,139,train,10
train/526.wav,139,train,0
train/527.wav,139,train,0
train/528.wav,13,train,1
train/529.wav,13,train,1
train/530.wav,13,train,2
train/531.wav,13,train,2
train/532.wav,13,train,3
train/533.wav,13,train,3
train/534.wav,13,train,4
train/535.wav,13,train,4
train/536.wav,13,train,5
train/537.wav,13,train,5
train/538.wav,13,train,6
train/539.wav,13,train,6
train/540.wav,13,train,7
train/541.wav,13,train,7
train/542.wav,13,train,8
train/543.wav,13,train,8
train/544.wav,13,train,9
train/545.wav,13,train,9
train/546.wav,13,train,10
train/547.wav,13,train,10
train/548.wav,13,train,0
train/549.wav,13,train,0
train/550.wav,55,train,1
train/551.wav,55,train,1
train/552.wav,55,train,2
train/553.wav,55,train,2
train/554.wav,55,train,3
train/555.wav,55,train,3
train/556.wav,55,train,4
train/557.wav,55,train,4
train/558.wav,55,train,5
train/559.wav,55,train,5
train/560.wav,55,train,6
train/561.wav,55,train,6
train/562.wav,55,train,7
train/563.wav,55,train,7
train/564.wav,55,train,8
train/565.wav,55,train,8
train/566.wav,55,train,9
train/567.wav,55,train,9
train/568.wav,55,train,10
train/569.wav,55,train,10
train/570.wav,55,train,0
train/571.wav,55,train,0
train/572.wav,189,train,1
train/573.wav,189,train,1
train/574.wav,189,train,2
train/575.wav,189,train,2
train/576.wav,189,train,3
train/577.wav,189,train,3
train/578.wav,189,train,4
train/579.wav,189,train,4
train/580.wav,189,train,5
train/581.wav,189,train,5
train/582.wav,189,train,6
train/583.wav,189,train,6
train/584.wav,189,train,7
train/585.wav,189,train,7
train/586.wav,189,train,8
train/587.wav,189,train,8
train/588.wav,189,train,9
train/589.wav,189,train,9
train/590.wav,189,train,10
train/591.wav,189,train,10
train/592.wav,189,train,0
train/593.wav,189,train,0
train/594.wav,152,train,1
train/595.wav,152,train,1
train/596.wav,152,train,2
train/597.wav,152,train,2
train/598.wav,152,train,3
train/599.wav,152,train,3
train/600.wav,152,train,4
train/601.wav,152,train,4
train/602.wav,152,train,5
train/603.wav,152,train,5
train/604.wav,152,train,6
train/605.wav,152,train,6
train/606.wav,152,train,7
train/607.wav,152,train,7
train/608.wav,152,train,8
train/609.wav,152,train,8
train/610.wav,152,train,9
train/611.wav,152,train,9
train/612.wav,152,train,10
train/613.wav,152,train,10
train/614.wav,152,train,0
train/615.wav,152,train,0
train/616.wav,29,train,1
train/617.wav,29,train,1
train/618.wav,29,train,2
train/619.wav,29,train,2
train/620.wav,29,train,3
train/621.wav,29,train,3
train/622.wav,29,train,4
train/623.wav,29,train,4
train/624.wav,29,train,5
train/625.wav,29,train,5
train/626.wav,29,train,6
train/627.wav,29,train,6
train/628.wav,29,train,7
train/629.wav,29,train,7
train/630.wav,29,train,8
train/631.wav,29,train,8
train/632.wav,29,train,9
train/633.wav,29,train,9
train/634.wav,29,train,10
train/635.wav,29,train,10
train/636.wav,29,train,0
train/637.wav,29,train,0
train/638.wav,222,train,1
train/639.wav,222,train,1
train/640.wav,222,train,2
train/641.wav,222,train,2
train/642.wav,222,train,3
train/643.wav,222,train,3
train/644.wav,222,train,4
train/645.wav,222,train,4
train/646.wav,222,train,5
train/647.wav,222,train,5
train/648.wav,222,train,6
train/649.wav,222,train,6
train/650.wav,222,train,7
train/651.wav,222,train,7
train/652.wav,222,train,8
train/653.wav,222,train,8
train/654.wav,222,train,9
train/655.wav,222,train,9
train/656.wav,222,train,10
train/657.wav,222,train,10
train/658.wav,222,train,0
train/659.wav,222,train,0
train/660.wav,221,train,1
train/661.wav,221,train,1
train/662.wav,221,train,2
train/663.wav,221,train,2
train/664.wav,221,train,3
train/665.wav,221,train,3
train/666.wav,221,train,4
train/667.wav,221,train,4
train/668.wav,221,train,5
train/669.wav,221,train,5
train/670.wav,221,train,6
train/671.wav,221,train,6
train/672.wav,221,train,7
train/673.wav,221,train,7
train/674.wav,221,train,8
train/675.wav,221,train,8
train/676.wav,221,train,9
train/677.wav,221,train,9
train/678.wav,221,train,10
train/679.wav,221,train,10
train/680.wav,221,train,0
train/681.wav,221,train,0
train/682.wav,20,train,1
train/683.wav,20,train,1
train/684.wav,20,train,2
train/685.wav,20,train,2
train/686.wav,20,train,3
train/687.wav,20,train,3
train/688.wav,20,train,4
train/689.wav,20,train,4
train/690.wav,20,train,5
train/691.wav,20,train,5
train/692.wav,20,train,6
train/693.wav,20,train,6
train/694.wav,20,train,7
train/695.wav,20,train,7
train/696.wav,20,train,8
train/697.wav,20,train,8
train/698.wav,20,train,9
train/699.wav,20,train,9
train/700.wav,20,train,10
train/701.wav,20,train,10
train/702.wav,20,train,0
train/703.wav,20,train,0
train/704.wav,71,train,1
train/705.wav,71,train,1
train/706.wav,71,train,2
train/707.wav,71,train,2
train/708.wav,71,train,3
train/709.wav,71,train,3
train/710.wav,71,train,4
train/711.wav,71,train,4
train/712.wav,71,train,5
train/713.wav,71,train,5
train/714.wav,71,train,6
train/715.wav,71,train,6
train/716.wav,71,train,7
train/717.wav,71,train,7
train/718.wav,71,train,8
train/719.wav,71,train,8
train/720.wav,71,train,9
train/721.wav,71,train,9
train/722.wav,71,train,10
train/723.wav,71,train,10
train/724.wav,71,train,0
train/725.wav,71,train,0
train/726.wav,153,train,1
train/727.wav,153,train,1
train/728.wav,153,train,2
train/729.wav,153,train,2
train/730.wav,153,train,3
train/731.wav,153,train,3
train/732.wav,153,train,4
train/733.wav,153,train,4
train/734.wav,153,train,5
train/735.wav,153,train,5
train/736.wav,153,train,6
train/737.wav,153,train,6
train/738.wav,153,train,7
train/739.wav,153,train,7
train/740.wav,153,train,8
train/741.wav,153,train,8
train/742.wav,153,train,9
train/743.wav,153,train,9
train/744.wav,153,train,10
train/745.wav,153,train,10
train/746.wav,153,train,0
train/747.wav,153,train,0
train/748.wav,141,train,1
train/749.wav,141,train,1
train/750.wav,141,train,2
train/751.wav,141,train,2
train/752.wav,141,train,3
train/753.wav,141,train,3
train/754.wav,141,train,4
train/755.wav,141,train,4
train/756.wav,141,train,5
train/757.wav,141,train,5
train/758.wav,141,train,6
train/759.wav,141,train,6
train/760.wav,141,train,7
train/761.wav,141,train,7
train/762.wav,141,train,8
train/763.wav,141,train,8
train/764.wav,141,train,9
train/765.wav,141,train,9
train/766.wav,141,train,10
train/767.wav,141,train,10
train/768.wav,141,train,0
train/769.wav,141,train,0
train/770.wav,72,train,1
train/771.wav,72,train,1
train/772.wav,72,train,2
train/773.wav,72,train,2
train/774.wav,72,train,3
train/775.wav,72,train,3
train/776.wav,72,train,4
train/777.wav,72,train,4
train/778.wav,72,train,5
train/779.wav,72,train,5
train/780.wav,72,train,6
train/781.wav,72,train,6
train/782.wav,72,train,7
train/783.wav,72,train,7
train/784.wav,72,train,8
train/785.wav,72,train,8
train/786.wav,72,train,9
train/787.wav,72,train,9
train/788.wav,72,train,10
train/789.wav,72,train,10
train/790.wav,72,train,0
train/791.wav,72,train,0
train/792.wav,75,train,1
train/793.wav,75,train,1
train/794.wav,75,train,2
train/795.wav,75,train,2
train/796.wav,75,train,3
train/797.wav,75,train,3
train/798.wav,75,train,4
train/799.wav,75,train,4
train/800.wav,75,train,5
train/801.wav,75,train,5
train/802.wav,75,train,6
train/803.wav,75,train,6
train/804.wav,75,train,7
train/805.wav,75,train,7
train/806.wav,75,train,8
train/807.wav,75,train,8
train/808.wav,75,train,9
train/809.wav,75,train,9
train/810.wav,75,train,10
train/811.wav,75,train,10
train/812.wav,75,train,0
train/813.wav,75,train,0
train/814.wav,88,train,1
train/815.wav,88,train,1
train/816.wav,88,train,2
train/817.wav,88,train,2
train/818.wav,88,train,3
train/819.wav,88,train,3
train/820.wav,88,train,4
train/821.wav,88,train,4
train/822.wav,88,train,5
train/823.wav,88,train,5
train/824.wav,88,train,6
train/825.wav,88,train,6
train/826.wav,88,train,7
train/827.wav,88,train,7
train/828.wav,88,train,8
train/829.wav,88,train,8
train/830.wav,88,train,9
train/831.wav,88,train,9
train/832.wav,88,train,10
train/833.wav,88,train,10
train/834.wav,88,train,0
train/835.wav,88,train,0
train/836.wav,62,train,1
train/837.wav,62,train,1
train/838.wav,62,train,2
train/839.wav,62,train,2
train/840.wav,62,train,3
train/841.wav,62,train,3
train/842.wav,62,train,4
train/843.wav,62,train,4
train/844.wav,62,train,5
train/845.wav,62,train,5
train/846.wav,62,train,6
train/847.wav,62,train,6
train/848.wav,62,train,7
train/849.wav,62,train,7
train/850.wav,62,train,8
train/851.wav,62,train,8
train/852.wav,62,train,9
train/853.wav,62,train,9
train/854.wav,62,train,10
train/855.wav,62,train,10
train/856.wav,62,train,0
train/857.wav,62,train,0
train/858.wav,201,train,1
train/859.wav,201,train,1
train/860.wav,201,train,2
train/861.wav,201,train,2
train/862.wav,201,train,3
train/863.wav,201,train,3
train/864.wav,201,train,4
train/865.wav,201,train,4
train/866.wav,201,train,5
train/867.wav,201,train,5
train/868.wav,201,train,6
train/869.wav,201,train,6
train/870.wav,201,train,7
train/871.wav,201,train,7
train/872.wav,201,train,8
train/873.wav,201,train,8
train/874.wav,201,train,9
train/875.wav,201,train,9
train/876.wav,201,train,10
train/877.wav,201,train,10
train/878.wav,201,train,0
train/879.wav,201,train,0
train/880.wav,110,train,1
train/881.wav,110,train,1
train/882.wav,110,train,2
train/883.wav,110,train,2
train/884.wav,110,train,3
train/885.wav,110,train,3
train/886.wav,110,train,4
train/887.wav,110,train,4
train/888.wav,110,train,5
train/889.wav,110,train,5
train/890.wav,110,train,6
train/891.wav,110,train,6
train/892.wav,110,train,7
train/893.wav,110,train,7
train/894.wav,110,train,8
train/895.wav,110,train,8
train/896.wav,110,train,9
train/897.wav,110,train,9
train/898.wav,110,train,10
train/899.wav,110,train,10
train/900.wav,110,train,0
train/901.wav,110,train,0
train/902.wav,1,train,1
train/903.wav,1,train,1
train/904.wav,1,train,2
train/905.wav,1,train,2
train/906.wav,1,train,3
train/907.wav,1,train,3
train/908.wav,1,train,4
train/909.wav,1,train,4
train/910.wav,1,train,5
train/911.wav,1,train,5
train/912.wav,1,train,6
train/913.wav,1,train,6
train/914.wav,1,train,7
train/915.wav,1,train,7
train/916.wav,1,train,8
train/917.wav,1,train,8
train/918.wav,1,train,9
train/919.wav,1,train,9
train/920.wav,1,train,10
train/921.wav,1,train,10
train/922.wav,1,train,0
train/923.wav,1,train,0
train/924.wav,164,train,1
train/925.wav,164,train,1
train/926.wav,164,train,2
train/927.wav,164,train,2
train/928.wav,164,train,3
train/929.wav,164,train,3
train/930.wav,164,train,4
train/931.wav,164,train,4
train/932.wav,164,train,5
train/933.wav,164,train,5
train/934.wav,164,train,6
train/935.wav,164,train,6
train/936.wav,164,train,7
train/937.wav,164,train,7
train/938.wav,164,train,8
train/939.wav,164,train,8
train/940.wav,164,train,9
train/941.wav,164,train,9
train/942.wav,164,train,10
train/943.wav,164,train,10
train/944.wav,164,train,0
train/945.wav,164,train,0
train/946.wav,211,train,1
train/947.wav,211,train,1
train/948.wav,211,train,2
train/949.wav,211,train,2
train/950.wav,211,train,3
train/951.wav,211,train,3
train/952.wav,211,train,4
train/953.wav,211,train,4
train/954.wav,211,train,5
train/955.wav,211,train,5
train/956.wav,211,train,6
train/957.wav,211,train,6
train/958.wav,211,train,7
train/959.wav,211,train,7
train/960.wav,211,train,8
train/961.wav,211,train,8
train/962.wav,211,train,9
train/963.wav,211,train,9
train/964.wav,211,train,10
train/965.wav,211,train,10
train/966.wav,211,train,0
train/967.wav,211,train,0
train/968.wav,169,train,1
train/969.wav,169,train,1
train/970.wav,169,train,2
train/971.wav,169,train,2
train/972.wav,169,train,3
train/973.wav,169,train,3
train/974.wav,169,train,4
train/975.wav,169,train,4
train/976.wav,169,train,5
train/977.wav,169,train,5
train/978.wav,169,train,6
train/979.wav,169,train,6
train/980.wav,169,train,7
train/981.wav,169,train,7
train/982.wav,169,train,8
train/983.wav,169,train,8
train/984.wav,169,train,9
train/985.wav,169,train,9
train/986.wav,169,train,10
train/987.wav,169,train,10
train/988.wav,169,train,0
train/989.wav,169,train,0
train/990.wav,51,train,1
train/991.wav,51,train,1
train/992.wav,51,train,2
train/993.wav,51,train,2
train/994.wav,51,train,3
train/995.wav,51,train,3
train/996.wav,51,train,4
train/997.wav,51,train,4
train/998.wav,51,train,5
train/999.wav,51,train,5
train/1000.wav,51,train,6
train/1001.wav,51,train,6
train/1002.wav,51,train,7
train/1003.wav,51,train,7
train/1004.wav,51,train,8
train/1005.wav,51,train,8
train/1006.wav,51,train,9
train/1007.wav,51,train,9
train/1008.wav,51,train,10
train/1009.wav,51,train,10
train/1010.wav,51,train,0
train/1011.wav,51,train,0
train/1012.wav,118,train,1
train/1013.wav,118,train,1
train/1014.wav,118,train,2
train/1015.wav,118,train,2
train/1016.wav,118,train,3
train/1017.wav,118,train,3
train/1018.wav,118,train,4
train/1019.wav,118,train,4
train/1020.wav,118,train,5
train/1021.wav,118,train,5
train/1022.wav,118,train,6
train/1023.wav,118,train,6
train/1024.wav,118,train,7
train/1025.wav,118,train,7
train/1026.wav,118,train,8
train/1027.wav,118,train,8
train/1028.wav,118,train,9
train/1029.wav,118,train,9
train/1030.wav,118,train,10
train/1031.wav,118,train,10
train/1032.wav,118,train,0
train/1033.wav,118,train,0
train/1034.wav,188,train,1
train/1035.wav,188,train,1
train/1036.wav,188,train,2
train/1037.wav,188,train,2
train/1038.wav,188,train,3
train/1039.wav,188,train,3
train/1040.wav,188,train,4
train/1041.wav,188,train,4
train/1042.wav,188,train,5
train/1043.wav,188,train,5
train/1044.wav,188,train,6
train/1045.wav,188,train,6
train/1046.wav,188,train,7
train/1047.wav,188,train,7
train/1048.wav,188,train,8
train/1049.wav,188,train,8
train/1050.wav,188,train,9
train/1051.wav,188,train,9
train/1052.wav,188,train,10
train/1053.wav,188,train,10
train/1054.wav,188,train,0
train/1055.wav,188,train,0
train/1056.wav,200,train,1
train/1057.wav,200,train,1
train/1058.wav,200,train,2
train/1059.wav,200,train,2
train/1060.wav,200,train,3
train/1061.wav,200,train,3
train/1062.wav,200,train,4
train/1063.wav,200,train,4
train/1064.wav,200,train,5
train/1065.wav,200,train,5
train/1066.wav,200,train,6
train/1067.wav,200,train,6
train/1068.wav,200,train,7
